Category,Commodity,Unit,Series,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Agricultural,Meat,Kilograms,"Meat, sheep, $/kg, real 2010$",KLAMB,,,,,,,,,,,,3.263443761,4.01048974,4.503733042,3.782130549,3.534667762,3.700927771,3.717839428,4.127606399,3.998349816,4.414634175,4.194038236,3.751805323,3.131038867,3.185013361,3.090577241,3.136579668,2.87445424,3.009222895,2.914647243,3.213428014,2.845946104,3.177502867,3.367879719,3.553319869,2.851309777,3.653793231,3.949389947,3.347047434,3.238549095,3.29121072,3.802453272,4.364817754,4.878018238,5.408803235,5.06072484,4.488022229,4.31690342,4.458712482,4.433343256,5.314317141,5.974782174,5.527775432,4.714825638,5.914955827,5.347563952,5.006913495
Fossil Fuel,Natural gas LNG,One Million British Thermal Units,"Natural gas LNG, $/mmbtu, real 2010$",KNGAS_JP,,,,,,,,,,,,,,,,,,6.058207183,5.711457424,6.226826675,8.733282724,9.234990086,9.552084617,8.992162049,8.68364772,8.76228763,5.972264049,4.45299757,4.169103183,4.118888404,4.402922755,4.871073581,4.308457659,4.062201965,3.797925798,3.752355615,4.067379457,4.548692278,3.674251552,3.893095872,5.923230322,6.051652657,5.657383422,5.941916567,6.030503054,6.829765893,7.867566435,8.051300765,12.18145586,9.263568376,10.84833333,13.20600495,15.02233906,14.5420384,14.84456782,10.46893936,7.348057501
Fossil Fuel,Natural gas,One Million British Thermal Units,"Natural gas, Europe, $/mmbtu, real 2010$",KNGAS_EUR,2.114503976,2.074150847,2.03615641,2.005369173,1.941299632,2.056027261,2.051288351,2.185199631,2.181015319,2.070268991,1.926450941,2.057140152,2.035718684,2.245332051,4.596181618,4.023873525,4.100375032,3.916774814,4.330919149,5.496735035,6.469975823,7.044535513,7.024029879,6.566798818,6.233773455,6.115172055,5.316771653,3.442765286,2.945833387,2.624535599,3.411055541,3.80183834,3.065959852,3.094979026,2.918112799,2.967252942,3.154275412,3.186994206,2.940009729,2.64399632,4.849612094,5.298596797,4.032179465,4.906764993,5.030809715,7.213631421,9.419765938,8.964712978,13.03720476,9.029452268,8.2875,9.474803574,10.41218104,10.74152865,9.305007995,7.437693136,4.861855089
Fossil Fuel,Natural gas,One Million British Thermal Units,"Natural gas, US, $/mmbtu, real 2010$",KNGAS_US,0.731347763,0.768632941,0.804856608,0.819875137,0.758024456,0.800855664,0.772379374,0.765649731,0.772379374,0.778951335,0.732297565,0.737262294,0.713409841,0.679906501,0.77045819,1.028638136,1.372610364,1.727066901,1.704048339,1.989927927,2.436462065,3.037317848,3.890839023,4.203561959,4.401773544,4.206624064,2.818617301,2.209883123,2.099114327,2.13060386,2.054294087,1.814953063,2.123202165,2.456868877,2.293087274,1.873911345,3.032281754,2.888371103,2.539726239,2.812542038,5.415225599,5.165832613,4.432975021,6.897918505,6.933011068,10.16560237,7.472289994,7.316327754,8.613114972,4.095174518,4.38525377,3.603019151,2.497509244,3.398382509,4.044916753,2.677373194,2.658224464
Metal,Nickel,Metric Ton,"Nickel, $/mt, real 2010$",KNICKEL,8520.201437,8767.539742,8858.45304,8924.682476,8801.506181,8684.278603,8394.798316,9262.926158,10014.38132,10829.25638,12260.38429,12009.59319,11564.37351,10920.91724,10162.74204,10935.46,11752.26236,11189.13449,8670.893992,10094.66828,9994.234514,9116.675424,7635.659776,7576.626547,7878.773979,8207.803479,5653.609773,6476.40865,17198.57002,16711.856,10721.96362,9956.543579,8390.418583,6132.135232,7571.750293,8951.300981,8318.655112,8062.399944,5634.015996,7458.895607,10856.93762,7763.083099,8947.541666,12094.59156,16257.64906,16810.9834,26971.47366,39012.80324,20528.87612,15192.10994,21808.85242,20643.94952,15924.59845,13699.8783,15638.5008,12151.58576,10234.31885
Agricultural,Oranges,Kilograms,"Oranges, $/kg, real 2010$",KORANGE,0.679021572,0.681563909,0.54332013,0.481719345,0.424493695,0.480513398,0.405619855,0.760904298,0.81103857,0.779104071,0.723861784,0.626707083,0.581929659,0.527736951,0.488776019,0.545437365,0.510445633,0.555284801,0.564640415,0.671952004,0.613536155,0.621339518,0.607012979,0.60511835,0.584239417,0.66748918,0.573527927,0.606118324,0.565957838,0.559347348,0.642368084,0.635987429,0.586316386,0.501020727,0.491270062,0.578183696,0.545275607,0.534161954,0.53839093,0.543763642,0.456528656,0.777646346,0.745918507,0.855049445,1.008541467,0.997298567,0.922073017,1.002497861,1.076791735,0.942379852,1.033203256,0.802948378,0.787681798,0.881608727,0.725346424,0.692128532,0.948941799
Agricultural,Palm oil,Metric Ton,"Palm oil, $/mt, real 2010$",KPALM_OIL,1172.333051,1170.457161,1087.742746,1139.592278,1210.07234,1364.065751,1137.521722,1069.281691,815.009083,829.8771877,1120.181945,1068.791399,815.7591207,1222.336987,1777.509036,1038.61154,960.7110653,1158.71979,1129.343536,1102.611194,894.8983345,873.9307824,702.534524,813.0264438,1208.346246,838.6721127,374.3589904,455.3799257,545.6865095,440.0387637,350.4799088,413.8581313,471.5785806,437.6026177,631.0966322,683.4744861,588.8042382,635.2651263,816.6919059,541.0007332,389.9590891,373.0455909,515.6388977,556.7210537,554.3397574,481.2571542,531.9410863,817.6174519,922.4016853,707.8772664,900.8333333,1014.084817,906.9064136,780.9690572,760.4194168,637.8336177,746.8273393
Agricultural,Palmkernal oil,Metric Ton,"Palmkernal oil, $/mt, real 2010$",KPLMKRNL_OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.3762086,758.6326439,835.6564391,861.2375969,557.4435327,402.3190051,549.4422591,576.1890207,762.2171664,714.8782851,646.2015035,931.0080598,1098.373156,725.6735462,1184.166667,1485.196861,1007.564555,817.6716219,1038.096222,931.056112,1375.749776
Fossil Fuel,Phosphate rock,Metric Ton,"Phosphate rock, $/mt, real 2010$",KPHOSROCK,67.91086369,66.61485485,57.84906869,58.92852544,63.16870465,70.07487057,62.7558241,57.42372986,55.51476747,51.54825011,47.3839601,46.0788934,43.18006929,44.51768759,144.8483537,160.6748716,84.68040982,67.04225945,54.55462945,55.65052676,71.61179796,75.8053278,66.88612722,59.85785754,63.41538156,56.82363074,49.85990768,41.20684319,44.9364415,51.27681194,48.98856362,51.88486897,50.03406795,38.22868666,39.41243753,38.07657304,43.25229689,47.71762475,52.32994206,54.59640427,54.99020193,54.54213831,53.35866108,47.72791888,48.19599995,47.88817487,49.16070664,74.32433428,336.0698519,126.1181748,123.0208333,166.6050121,168.6931387,134.9887291,102.0295438,120.3193903,119.6381444
Metal,Platinum,Troy Ounce,"Platinum, $/toz, real 2010$",KPLATINUM,436.1967014,427.8723369,420.0345422,414.7073627,447.1375702,490.7326501,481.3894674,527.5725426,565.8081192,569.0354053,570.7613375,503.9665637,477.3275051,492.7190682,491.4394134,406.3698748,377.2748575,346.1165952,490.3348147,746.7260757,1041.175493,685.2827157,518.1866237,686.3642446,593.2170453,490.0500631,677.4004081,738.6969114,661.9928381,639.9879828,570.4315035,458.8046707,431.0549803,433.2883753,484.0106097,461.6367452,440.4109679,459.6196531,453.0535724,467.728843,684.5567886,691.500073,712.8622426,868.7915167,994.2244284,1022.2168,1268.574196,1367.435716,1531.109002,1247.537358,1609.754167,1549.381934,1407.401231,1354.827165,1280.796319,1078.857322,1052.837003
Agricultural,Plywood,Cents/Sheet,"Plywood, cents/sheets, real 2010$",KPLYWOOD,,,,,,,,,,,,,,,,,,,,442.6746447,419.7562909,374.7297276,366.9016476,372.6185412,376.3143348,353.3033674,398.7105329,530.9125123,447.911262,439.9173737,429.2466648,454.6050484,456.3126971,766.2264481,717.9791612,635.8089628,587.2645304,564.416092,457.6476546,546.6454637,563.4013283,535.1582765,532.128772,542.4382856,546.6799285,579.9133858,662.2809993,671.4027598,627.6673425,585.3319291,569.0878315,547.4401118,553.8925391,510.5943475,478.8988084,462.2398825,536.7918836
Metal,Potassium Chloride,Metric Ton,"Potassium Chloride, $/mt, real 2010$",KPOTASH,148.8815089,153.7265881,150.910614,153.7265881,164.2386321,147.657763,132.7527048,122.025426,115.856906,100.8054669,135.6904312,133.1168032,125.7854192,137.6001253,160.733519,194.5641125,131.1561696,111.8585524,106.0523184,128.6567102,177.4005022,172.9867371,128.7738811,122.1478628,138.7815921,140.6629188,100.2053653,91.77384296,109.2725273,124.1631375,118.6914273,132.8913923,134.3110126,124.4401673,126.2651086,128.1077234,129.6801825,135.6208606,142.2481975,150.9404454,153.9725654,154.2023344,149.7202629,142.2810082,146.4930527,180.3526626,194.0558274,209.742061,554.4073754,653.5489389,331.865,392.2179215,416.5061481,345.5585388,275.0790096,310.3122012,261.9417619
Agricultural,Rice,Metric Ton,"Rice, Thailand, 25%, $/mt, real 2010$",KRICE_25,,,,,,,,,,,,,,,,,,,,,,,,,,,151.6676581,253.8873242,,,,292.3864969,273.6394135,234.4885856,274.59322,323.8321879,317.27593,299.2050251,316.2411983,268.3806198,217.2112976,199.8775664,231.1962737,228.2357454,265.124554,302.5839034,308.1679747,321.180243,,474.8669463,441.5083333,455.9777379,493.50219,431.0522866,353.7785331,381.65874,411.0005792
Agricultural,Rice,Metric Ton,"Rice, Thailand, 5%, $/mt, real 2010$",KRICE_05,560.7826635,609.5259218,678.7246783,643.9265161,607.1649553,594.5811056,700.9463499,906.2102614,882.9905363,771.4863847,544.0899115,456.8466287,486.0542597,937.5586889,1373.979345,816.7586148,554.591697,551.404366,650.2488561,527.9534557,629.7379252,702.9055401,430.09424,416.3877416,385.4646632,329.9330786,271.293736,285.2687722,346.348663,375.6759001,327.6236191,358.0412031,321.4414228,272.7124454,319.5890862,349.1712407,375.8236438,353.2384461,370.1532084,308.2421991,254.3951484,225.7056412,253.5230086,248.2061115,279.5220983,326.4044697,339.0297165,342.0653055,632.2695848,575.3482554,488.9069444,489.3100037,510.913805,461.0662377,391.4243953,395.4022106,422.5555263
Agricultural,Rice,Metric Ton,"Rice, Thailand, A1.Special, $/mt, real 2010$",KRICE_A1,,,,,,,,,,,,,,,,,,,,,,,,,,,151.8557383,204.5941918,274.2995283,274.4879137,188.8982885,218.73033,213.2190321,182.5516325,217.7238594,285.9777282,258.0766591,244.8518702,259.2411132,239.0040319,180.3346936,175.1253893,198.4360084,190.24181,241.2691267,248.3533958,244.1030639,285.3583584,468.9857805,338.3294528,383.6583333,413.195448,476.5077782,431.9907339,393.5674323,395.4363558,405.6693044
Agricultural,Rice,Metric Ton,"Rice, Vietnamese, 5%, $/mt, real 2010$",KRICE_05_VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.1791815,,,,,,429.1863333,462.8278977,394.2592618,357.6325968,376.9608242,360.4058711,379.8164436
Agricultural,Rubber,Kilograms,"Rubber, Singapore, $/kg, real 2010$",KRUBBER1_MYSG,4.075870735,3.081235949,2.83527508,2.671682698,2.478782083,2.526991597,2.276387063,1.866869384,1.844618948,2.301113885,1.753924462,1.362092089,1.245744999,2.195153685,1.996815089,1.341794657,1.828466672,1.781028633,1.854151953,2.128379692,2.184064015,1.719530281,1.353783107,1.725487193,1.587705625,1.271132054,1.174848732,1.308848972,1.479095454,1.217960324,1.045915913,1.008112831,1.032539378,0.962996063,1.344561278,1.718930627,1.545724339,1.184231182,0.878139022,0.779828981,0.838595342,0.751042633,1.010665453,1.359881784,1.505861599,1.696609624,2.311618901,2.371439908,2.514986035,1.991129943,3.653864906,4.34602619,3.06490269,2.546933938,1.806523099,1.60959089,1.712105397
Agricultural,Sawnwood,Cubic Meter,"Sawnwood, Cameroon, $/cubicmeter, real 2010$",KSAWNWD_CMR,,,,,,,,,,,753.8357288,,,,,,,,,,607.135172,,,,,514.3446085,,,,,644.7136891,,,,,648.5337467,568.2765021,655.9146531,640.5264269,564.7887743,614.6970553,616.2875013,642.6086105,692.8455807,689.6720336,637.5243949,692.6414545,796.2286328,931.8701601,776.3860338,812.6936755,744.0639699,689.0928372,682.788304,730.8097612,750.4206089,692.8778561
Agricultural,Sawnwood,Cubic Meter,"Sawnwood, Malaysia, $/cubicmeter, real 2010$",KSAWNWD_MYS,779.2770479,778.7649615,805.1633024,808.8450588,731.9180566,784.5848446,777.6427449,798.5958125,813.5768287,760.2020301,755.5863698,719.7477272,641.8006663,723.7081781,655.7758977,534.5047395,622.8092346,579.2970406,512.2154949,617.100079,607.4438614,535.0882327,535.6943154,532.0494479,582.9862444,514.5663726,479.7365824,533.4246665,502.197723,609.3931979,644.8131811,674.5275407,727.7013994,878.3910302,980.5766983,804.9943437,822.1801954,773.4051175,589.1960811,745.5087518,747.4858617,628.5865845,696.0785168,692.0431128,683.6652308,751.8241463,833.2875316,844.9116397,864.5899786,835.0682502,848.2719567,846.5121807,795.2903915,777.2340739,831.2410037,853.5468644,788.0963216
Agricultural,Shrimp,Kilograms,"Shrimp, Mexico, $/kg, real 2010$",KSHRIMP_MEX,,,,,,,,,,,,,,,,17.22791537,22.61965344,20.86508127,18.3034969,22.61677178,17.66079174,16.30736463,21.92303376,23.04153775,20.34661241,20.0567633,19.0744257,16.79541746,16.67182339,15.7687509,12.93347421,13.84972737,13.40846409,14.71584621,16.57404866,16.41911964,14.98987829,18.75626589,19.21455072,18.12437246,19.01291993,19.6971772,13.89549383,14.36802421,12.02085757,11.78756999,11.38456782,10.57976655,10.3907864,9.797557359,10.04479992,10.75070735,9.133832646,12.61113541,15.96757425,14.70574243,11.95004417
Metal,Silver,Troy Ounce,"Silver, $/toz, real 2010$",KSILVER,4.773088935,4.737042111,5.451520171,6.554431997,6.534170809,6.471914832,6.241790813,7.41332377,10.35294094,8.204954061,7.628099637,6.330796231,6.325191774,8.280478755,12.50793707,10.56989078,10.29310074,10.13522288,10.19375198,18.71809683,31.89662307,16.11542146,12.51680809,18.52693923,13.50212949,10.24539835,7.922997279,9.318185421,8.151543301,6.915578051,5.84624075,4.945981088,4.728978421,4.991044654,6.311603291,5.657353762,5.768414662,5.709859942,6.755176891,6.471483446,6.225823073,5.714518689,6.079385907,6.124549123,7.830382304,8.332960499,12.85413939,14.03333864,14.58325776,15.1806068,20.15295833,31.73957075,28.25755369,21.73644235,17.65475224,16.10359158,18.28890359
Agricultural,Sorghum,Metric Ton,"Sorghum, $/mt, real 2010$",KSORGHUM,191.064603,212.2280952,224.8610068,245.1426658,243.7553975,239.914667,234.4935733,248.3456684,253.7588067,246.3242677,223.1353757,228.4284342,211.1630548,302.3695302,321.3142747,267.621342,248.6374377,193.183728,176.5281208,182.3116878,197.5655157,193.5281943,171.306092,208.7674523,195.946621,172.580487,120.0473629,96.72087956,122.9001273,133.031933,125.7242093,128.3224718,123.1377361,114.7169518,124.0526376,129.4295245,166.3873348,127.5825745,119.3092255,104.7123877,110.613053,124.36304,134.4316742,133.8072323,129.1083198,109.7043227,136.7113452,170.4852709,202.1032887,156.5942683,165.4038989,242.1620476,246.7796578,221.7264094,191.8064731,209.7222725,170.1957362
Agricultural,Soybean meal,Metric Ton,"Soybean meal, $/mt, real 2010$",KSOYBEAN_MEAL,423.1804525,496.5795814,447.7434077,466.3893876,449.8032896,485.6438798,516.7016869,473.2273627,465.4390288,433.7689787,441.8913249,418.8059422,487.4967243,976.6910854,489.7280221,370.7881653,472.6348455,502.4525858,401.2430289,409.832402,402.3292628,386.8113612,344.9337969,385.6305314,326.8862588,263.3153995,269.1160446,270.1706735,333.902725,310.9049149,242.1204317,240.603363,244.977183,241.1496446,229.8063592,214.2260526,296.6663953,320.9301226,207.2914759,188.8125648,237.7671588,236.3637758,231.4484226,264.9108831,283.6384826,244.4292259,232.621421,323.134852,412.7205608,422.6400484,378.3958333,358.6128302,475.6116107,496.9371561,488.6826347,404.3653436,405.0453373
Agricultural,Soybean oil,Metric Ton,"Soybean oil, $/mt, real 2010$",KSOYBEAN_OIL,1169.721095,1472.359099,1141.890312,1145.6901,1177.464655,1351.443932,1262.357539,1037.614897,859.674334,903.430813,1233.41884,1244.130122,903.3395656,1411.615403,2210.860772,1347.595698,1035.858036,1268.519708,1141.88483,1116.692464,916.2349451,776.200614,705.9544637,854.3053952,1200.332974,958.3228536,498.781158,444.3028173,578.4526647,541.8598617,541.0917891,554.0490125,514.0226502,556.5363095,735.201202,680.0294629,611.6318393,657.2811848,761.7251838,530.246896,424.9433319,462.2805338,600.2023556,695.7181508,724.4836433,621.3110625,665.6081673,923.6422548,1223.575054,879.8143825,1004.604167,1170.796777,1112.83588,963.0388413,841.7283078,775.3536871,862.79901
Agricultural,Soybeans,Metric Ton,"Soybeans, $/mt, real 2010$",KSOYBEANS,479.7293064,560.24801,505.7517709,564.1424169,558.4408278,584.9666666,606.6195189,548.994784,534.876739,489.1203441,503.6340607,514.3769804,525.6704088,939.9977186,735.6990133,526.0806281,546.2871089,612.4893377,504.7870885,502.1195255,454.1695608,441.6872719,386.0914551,456.5749289,467.671169,375.9853503,303.5900891,286.7863361,378.8391665,345.3336315,298.4673598,292.4882319,282.2280959,295.5000249,300.768652,282.038616,338.0703035,343.8190645,296.0292653,250.2335196,266.2573206,255.7342878,280.9973237,331.5834364,360.4776569,313.1972151,298.7404864,402.4413288,508.4250537,452.9412384,449.7958333,487.1812141,536.7173797,490.7093024,455.2410747,399.9264587,432.688326
Metal,Steel cr coilsheet,Metric Ton,"Steel cr coilsheet, $/mt, real 2010$",KSTL_JP_CROLL,,,,,,,,,,,,,,,,,,,,615.6690852,591.9312399,612.0578319,580.7320583,584.3910471,624.4826245,532.6342783,474.018112,512.3162628,625.6775361,691.1904957,618.405016,615.496975,562.2590869,544.4691736,611.0918344,602.8790732,536.6796753,521.5963128,451.295043,422.3983171,484.9612094,390.6477275,433.8281565,558.3957176,713.9966642,836.1427359,771.4663201,681.1295658,939.0142349,812.0632541,815.625,803.4585374,,,,,
Metal,Steel hr coilsheet,Metric Ton,"Steel hr coilsheet, $/mt, real 2010$",KSTL_JP_HROLL,,,,,,,,,,,,,,,,,,,,503.5248419,495.7248458,503.5821944,444.5921534,437.7865879,470.5725263,411.866611,392.6884999,429.7918053,494.0928174,554.9406811,497.4455997,498.5016822,442.417008,435.3822647,481.209938,479.5835033,405.4440736,392.5065597,339.7389649,301.93466,371.8385083,282.7496227,325.9216607,402.1809831,590.9951798,722.1232719,667.2141146,576.3404019,858.9903681,708.3956047,715.625,713.3510378,,,,,
Metal,Steel wire rod,Metric Ton,"Steel wire rod, $/mt, real 2010$",KSTL_JP_WIROD,,,,,,,,,,,,,,,,,,,,532.6148899,537.8870106,593.4255459,557.7132338,506.6974397,511.8823283,456.5436671,348.9890069,327.3285527,391.63357,440.5619965,438.9818818,467.9811711,446.411744,458.5511657,443.887554,457.8254616,486.3110817,445.3644977,404.1372464,359.8399372,366.6013462,394.7557995,396.391209,376.7993596,573.3535327,660.3627289,646.3636736,558.8755412,981.9232349,1004.971472,712.2083333,686.1933884,,,,,
Metal,Steel,Metric Ton,"Steel, rebar, $/mt, real 2010$",KSTL_JP_REBAR,,,,,,,,,,,,,,,,,,,,557.2079258,507.223618,479.8451726,382.7701675,360.768577,386.8476435,377.6607399,319.8560115,269.7275891,327.6615526,429.0508754,440.4938745,448.1428388,367.5157087,404.0077113,385.1670031,415.2159632,399.4368102,378.4434386,313.3711647,290.5604091,306.8976984,289.1973914,269.7662395,333.8860992,504.2570813,482.444857,493.460439,546.4754901,739.2179375,503.8679712,562.5,567.677247,,,,,
Agricultural,Sugar,Kilograms,"Sugar, EU, $/kg, real 2010$",KSUGAR_EU,0.639179191,0.637148376,0.635458065,0.649575029,0.639681332,0.62347129,0.632165619,0.619272787,0.541704209,0.514177336,0.483381688,0.466244181,0.563309878,0.476090457,0.623540237,0.814326643,0.697649182,0.675353941,0.660667786,0.717230636,0.746485461,0.639030415,0.63051918,0.62788569,0.601321615,0.587035751,0.597473381,0.628241015,0.655374591,0.629898519,0.705416554,0.747266718,0.752325039,0.717637401,0.742466626,0.748458504,0.757617583,0.730002069,0.727122517,0.734238916,0.697788742,0.690353021,0.725623346,0.750012799,0.787626044,0.758710649,0.71796819,0.713523025,0.677721004,0.543583272,0.441791456,0.409644201,0.381277538,0.395389072,0.401772984,0.371386214,0.385538204
Agricultural,Sugar,Kilograms,"Sugar, US, $/kg, real 2010$",KSUGAR_US,0.657414033,0.64392655,0.645993583,0.850096016,0.700957048,0.681404463,0.680234329,0.704198612,0.737881306,0.721430873,0.712251996,0.716372595,0.706379274,0.734478381,1.726828185,1.18521026,0.693437845,0.530362699,0.579518593,0.577285462,1.015087278,0.666124427,0.693330409,0.787821086,0.79461444,0.751770197,0.670505042,0.639776493,0.608739408,0.631349742,0.620073373,0.580073894,0.562765663,0.551970105,0.580049564,0.552862775,0.546660975,0.562883697,0.591957116,0.578204874,0.537448048,0.61423023,0.609616647,0.594980612,0.534752074,0.535053764,0.542273576,0.479667738,0.455669076,0.568877486,0.79248467,0.756143086,0.576850192,0.41058318,0.49295182,0.560101064,0.649828967
Agricultural,Sugar,Kilograms,"Sugar, world, $/kg, real 2010$",KSUGAR_WLD,0.345866546,0.304634855,0.31028899,0.938927839,0.638382929,0.2213198,0.192169597,0.201262198,0.202427761,0.323455723,0.354266896,0.405903852,0.601798748,0.67529285,1.739685738,1.079093235,0.602195873,0.391177009,0.324145423,0.359114536,0.968362712,0.572878984,0.293023059,0.302761854,0.190107985,0.149891523,0.194280663,0.198003312,0.280436681,0.354197195,0.334664465,0.241223947,0.239194803,0.255987395,0.318862544,0.318519599,0.29231344,0.291717625,0.239409485,0.17134792,0.226695798,0.248628139,0.200606984,0.196314936,0.185808973,0.24847884,0.362377764,0.232791442,0.274361113,0.414699935,0.469346896,0.51646416,0.431018388,0.355484103,0.347132641,0.303480605,0.424577656
Agricultural,Tea,Kilograms,"Tea, auctions (3) average, $/kg, real 2010$",KTEA_AVG,5.379062796,4.877232219,4.894534246,4.88286886,4.684591137,5.006849502,4.220691224,4.001197766,3.614252731,3.32749682,3.596873335,3.484349389,2.937152119,2.552104598,2.905889335,2.732230342,2.805363512,4.272723433,2.651511757,2.538661795,2.543975585,2.251494807,2.435996699,3.40029113,4.545266387,2.931052228,2.4174074,2.194895795,1.969734823,2.291560726,2.488750071,2.043663601,1.922546577,1.870705336,1.782148813,1.61948731,1.841605169,2.397645766,2.490002652,2.282005616,2.358283614,2.086976788,1.989883869,1.90489901,1.982453681,1.877992355,2.081793791,2.133613554,2.353769998,2.823920559,2.884935268,2.631633546,2.629774117,2.60840293,2.51839517,2.773223771,2.81670369
Agricultural,Tea,Kilograms,"Tea, Colombo auctions, $/kg, real 2010$",KTEA_COLOMBO,4.859810586,4.573370608,4.331139148,4.175218232,4.138817571,4.236030431,3.669771361,3.438823572,3.268329595,2.732749606,2.699340147,2.771831085,2.626968749,2.142008308,2.364208343,2.108496949,2.192003295,3.707365788,1.402725108,1.320152996,1.703910295,1.490490315,1.807259895,3.011249917,4.145368853,2.440516581,1.61473635,1.79310548,1.699876825,1.920424079,2.270749149,1.745553287,1.730886436,1.670870379,1.589576658,1.547159681,2.095096068,2.351104497,2.524788575,2.046527602,2.254085037,2.111091987,2.063898917,1.935603447,2.094576918,2.101286718,2.123652237,2.642910683,2.71238904,3.252271294,3.28964547,2.941231671,2.779353362,3.14709055,3.272789391,3.029125778,3.453979194
Agricultural,Tea,Kilograms,"Tea, Kokata auctions, $/kg, real 2010$",KTEA_KOLKATA,5.858100804,5.014566428,5.556533837,5.552609487,5.253114532,5.718114444,4.579702047,3.821868403,3.540072451,3.952796339,4.267428308,3.988627412,3.140832412,2.803560922,3.333237121,3.465274159,3.35149406,4.519628051,3.527148519,3.545618728,3.142006157,2.77660163,2.914418369,4.08607801,4.832163376,3.691303262,3.150686471,3.050016106,2.512308964,3.048333322,3.397618361,2.64081256,2.025746586,2.136972386,1.880824618,1.895552437,1.851614749,2.496415527,2.634315753,2.565906918,2.270016484,2.169257934,1.934245959,1.840303458,2.024815453,1.848052768,1.950719431,2.013248616,2.192436439,2.60752636,2.805118667,2.503683601,2.495869735,2.491837792,2.389251537,2.482182554,2.544572084
Agricultural,Tea,Kilograms,"Tea, Mombasa auctions, $/kg, real 2010$",KTEA_MOMBASA,5.419286923,5.043254884,4.7959373,4.921298458,4.662353731,5.066413142,4.413180715,4.743198172,4.034715304,3.297253806,3.823453094,3.692863276,3.043630541,2.710702584,3.020196106,2.622962937,2.87250976,4.591221168,3.024580612,2.750204343,2.785963924,2.487348153,2.58632817,3.103582216,4.658217057,2.661363507,2.486859854,1.741554057,1.696963238,1.905952717,1.797881595,1.744636553,2.011003814,1.804278166,1.876071837,1.415813908,1.578098868,2.345453838,2.310948352,2.233737431,2.549743786,1.980580442,1.971495721,1.938789705,1.827968673,1.68463758,2.171009705,1.744681364,2.156484514,2.611964021,2.560041667,2.449985367,2.614099253,2.186280449,1.893144582,2.80836298,2.451559791
Metal,Tin,Metric Ton,"Tin, $/mt, real 2010$",KTIN,11475.54292,12553.7829,12431.93254,12850.17631,17246.27763,19474.72418,17250.6508,15829.92783,15094.62619,15704.80443,15823.87347,14384.67001,14042.75304,15547.84286,21743.56995,16450.01695,17925.95657,23620.26326,24220.7662,26050.19427,25718.74161,21683.57802,20244.6747,21059.10226,20282.13181,19332.39045,8974.953325,8859.249743,8802.09191,10717.18857,7360.844162,6830.541264,7311.595196,5978.899017,6525.565054,6760.015054,6837.273186,6571.958362,6742.449357,6704.955455,6832.244546,5856.130191,5365.155014,6147.980078,10011.90929,8414.440234,9764.484334,15233.02734,17999.98863,14071.71914,20405.62325,23476.31507,19172.08121,20308.38989,20272.17801,16457.98362,19128.33849
Agricultural,Tobacco,Metric Ton,"Tobacco, $/mt, real 2010$",KTOBAC_US,9073.257064,8010.128842,7067.144052,6884.952701,7521.11865,6333.817283,7633.135707,6218.176441,5814.419628,5097.010784,4634.915902,4270.578187,4031.300656,3652.136659,3937.499642,4406.372797,5167.588531,4927.443929,4266.581182,3953.604544,3489.279426,3555.479168,4047.035558,4307.406559,4619.495542,4375.810491,3873.491502,3649.525052,3080.512687,3977.706598,4103.168185,4272.954985,4122.015243,3122.39942,3154.978562,2875.803893,3388.510629,4110.170216,4059.977989,3773.582482,3740.858793,3923.658266,3626.283675,3323.498777,3222.793745,3180.74574,3301.815262,3473.820166,3489.842048,4390.53085,4333.225,4041.367033,3904.434914,4182.218954,4620.047298,5027.851679,5126.321903
Agricultural,TSP,Metric Ton,"TSP, $/mt, real 2010$",KTSP,276.8673674,266.4594194,256.5480437,266.4594194,267.8353077,270.2887865,241.3685542,215.338987,181.0264157,179.846117,183.0743913,177.1477457,253.4482328,322.1461757,806.5457434,484.4167966,214.8519235,214.0615621,184.4354067,246.5908568,276.3538251,247.0692165,218.4815286,218.3528167,217.6017995,203.3504132,176.4973969,183.4369148,197.6891367,180.829247,159.4497106,162.5166352,144.6923327,129.6811658,157.7751533,162.7846024,195.001317,200.0755392,210.5965783,191.6964544,173.088207,165.6842598,175.8171186,187.5623479,219.1239591,229.7254659,224.22101,355.2920267,855.1471965,266.8578077,381.8895833,485.0130023,419.2702766,348.2091741,359.4967699,394.3778525,309.8503502
